code,presence,cross_industry_name,life_science_name,retail_name,level,name_match,category
2.1.2.1,CI LS RT,Develop plan for new product/service development and introduction/launch,Develop plan for new product/service development and introduction/launch,Assess opportunities for self-service,4,DIFFERENT,UNIVERSAL
2.1.2.2,CI LS RT,Introduce new products/services,Introduce new products/services,Develop self-service delivery solutions,4,DIFFERENT,UNIVERSAL
2.1.2.3,CI LS RT,Retire outdated products/services,Retire outdated products/services,Assess and improve self-service delivery experience,4,DIFFERENT,UNIVERSAL
2.1.2.4,CI LS,Identify and refine performance indicators,Identify and refine performance indicators,,4,CI_LS_MATCH,CI_LS_ONLY
2.1.2.5,CI LS,Conduct post launch review,Conduct post launch review,,4,CI_LS_MATCH,CI_LS_ONLY
2.1.2.5.1,CI LS,Carry out post launch analytics to test the acceptability in the market,Carry out post launch analytics to test the acceptability in the market,,5,CI_LS_MATCH,CI_LS_ONLY
2.1.2.5.2,CI LS,Review market performance,Review market performance,,5,CI_LS_MATCH,CI_LS_ONLY
2.1.2.5.3,CI LS,Review effectiveness of supply chain and distribution network,Review effectiveness of supply chain and distribution network,,5,CI_LS_MATCH,CI_LS_ONLY
2.1.2.5.4,CI LS,Apply data and analytics to review supply chain methodologies,Apply data and analytics to review supply chain methodologies,,5,CI_LS_MATCH,CI_LS_ONLY
2.1.2.5.5,CI LS,Review quality and performance of the product/service,Review quality and performance of the product/service,,5,CI_LS_MATCH,CI_LS_ONLY
2.1.2.5.6,CI LS,Conduct financial review,Conduct financial review,,5,CI_LS_MATCH,CI_LS_ONLY
2.1.2.5.7,CI LS,Conduct new product development process assessment,Conduct new product development process assessment,,5,CI_LS_MATCH,CI_LS_ONLY
2.1.3,CI LS RT,"Manage patents, copyrights, and regulatory requirements","Manage patents, copyrights, and regulatory requirements",Manage shopping cart,3,DIFFERENT,UNIVERSAL
2.1.3.1,CI LS RT,Conduct mandatory and elective reviews,Conduct mandatory and elective reviews,Track shopping cart adds and deletes,4,DIFFERENT,UNIVERSAL
2.1.3.2,CI LS RT,Review infringement of patents and copyrights,Review infringement of patents and copyrights,Develop business rules to increase conversions,4,DIFFERENT,UNIVERSAL
2.1.3.3,CI LS RT,Determine patent and copyright needs,Determine patent and copyright needs,Monitor performance and adjust rules,4,DIFFERENT,UNIVERSAL
2.1.3.4,CI LS RT,Define product technical documentation management requirements,Define product technical documentation management requirements,Accept online payments,4,DIFFERENT,UNIVERSAL
2.1.3.5,CI LS,Manage regulatory requirements,Manage regulatory requirements,,4,CI_LS_MATCH,CI_LS_ONLY
2.1.3.5.1,CI LS,Train employees on appropriate regulatory requirements,Train employees on appropriate regulatory requirements,,5,CI_LS_MATCH,CI_LS_ONLY
2.1.3.5.2,CI LS,Maintain records for regulatory agencies,Maintain records for regulatory agencies,,5,CI_LS_MATCH,CI_LS_ONLY
2.1.3.5.3,CI LS,Manage regulatory submission life cycle,Manage regulatory submission life cycle,,5,CI_LS_MATCH,CI_LS_ONLY
2.1.3.5.4,LS,,File new product process with FDA and receive regulatory approval,,5,,LS_SPECIFIC
2.1.3.5.5,LS,,Publish the new product process,,5,,LS_SPECIFIC
2.1.4,CI LS RT,Manage product and service master data,Manage product and service master data,Develop and manage catalog,3,DIFFERENT,UNIVERSAL
2.1.4.1,CI LS RT,Manage materials master lists,Manage materials master lists,Determine catalog assortment,4,DIFFERENT,UNIVERSAL
2.1.4.10,CI LS,Review and approve data access requests,Review and approve data access requests,,4,CI_LS_MATCH,CI_LS_ONLY
2.1.4.2,CI LS RT,Manage bills of material,Manage bills of material,Develop catalog format and covers,4,DIFFERENT,UNIVERSAL
2.1.4.3,CI LS RT,Manage routings,Manage routings,Develop page layouts,4,DIFFERENT,UNIVERSAL
2.1.4.4,CI LS RT,Manage specifications,Manage specifications,Manage printing and distribution,4,DIFFERENT,UNIVERSAL
2.1.4.5,CI LS,Manage drawings,Manage drawings,,4,CI_LS_MATCH,CI_LS_ONLY
2.1.4.6,CI LS,Manage product/material classification,Manage product/material classification,,4,CI_LS_MATCH,CI_LS_ONLY
2.1.4.7,CI LS,Develop and maintain quality/inspection documents,Develop and maintain quality/inspection documents,,4,CI_LS_MATCH,CI_LS_ONLY
2.1.4.8,CI LS,Maintain process specification data,Maintain process specification data,,4,CI_LS_MATCH,CI_LS_ONLY
2.1.4.9,CI LS,Manage traceability data,Manage traceability data,,4,CI_LS_MATCH,CI_LS_ONLY
2.1.5,RT,,,"Analyze performance (page, etc.)",3,,RETAIL_SPECIFIC
2.1.5.1,RT,,,Develop metrics for on-line and catalog performance,4,,RETAIL_SPECIFIC
2.1.5.2,RT,,,Collect on-line and catalog performance data,4,,RETAIL_SPECIFIC
2.1.5.3,RT,,,Analyze performance,4,,RETAIL_SPECIFIC
2.1.5.4,RT,,,Develop plan for improvements,4,,RETAIL_SPECIFIC
2.1.6,RT,,,Manage customer product reviews,3,,RETAIL_SPECIFIC
2.1.6.1,RT,,,Solicit customers to provide online reviews,4,,RETAIL_SPECIFIC
2.1.6.2,RT,,,Review customer feedback,4,,RETAIL_SPECIFIC
2.1.6.3,RT,,,Develop action plan to improve customer satisfaction,4,,RETAIL_SPECIFIC
2.2,CI LS RT,Generate and define new product/service ideas,Discover Products,Develop and manage retail store channel,2,DIFFERENT,UNIVERSAL
2.2.1,CI LS RT,Perform discovery research,Manage research,Build store format and site plan,3,DIFFERENT,UNIVERSAL
2.2.1.1,CI LS RT,Identify new technologies,Identify targets,Develop store format requirements,4,DIFFERENT,UNIVERSAL
2.2.1.2,CI LS RT,Develop new technologies,Validate targets,Develop site plan based on overall business strategy,4,DIFFERENT,UNIVERSAL
2.2.1.3,CI LS,Assess feasibility of integrating new leading technologies into product/service concepts,Develop assay,,4,DIFFERENT,CI_LS_ONLY
2.2.2,CI LS RT,Generate new product/service concepts,Perform research/ licensing,Develop store layouts,3,DIFFERENT,UNIVERSAL
2.2.2.1,CI LS RT,Gather new product/service ideas and requirements,Acquire and license research knowledge,Create floor plans for each store,4,DIFFERENT,UNIVERSAL
2.2.2.2,CI LS RT,Analyze new product/service ideas and requirements,Conduct basic research,Design seasonal layouts (planograms),4,DIFFERENT,UNIVERSAL
2.2.2.3,CI LS RT,Evaluate new product/service inputs and requirements,Manage research technology/information,Test store layouts in concept store,4,DIFFERENT,UNIVERSAL
2.2.2.4,CI LS RT,Formulate new product/service concepts,Target basic research efforts,Assess and adjust store layouts,4,DIFFERENT,UNIVERSAL
2.2.2.5,CI,Identify potential improvements to existing products and services,,,4,,CI_SPECIFIC
2.2.3,CI RT,Define product/service development requirements,,Manage store collaboration,3,DIFFERENT,CI_RETAIL_ONLY
2.2.3.1,CI RT,Define product/service requirements,,Develop communications plan for store to HQ communication,4,DIFFERENT,CI_RETAIL_ONLY
2.2.3.1.1,CI,Define basic functional requirements,,,5,,CI_SPECIFIC
2.2.3.1.2,CI,Derive interoperability requirements for products and services,,,5,,CI_SPECIFIC
2.2.3.1.3,CI,Derive safety requirements for products and services,,,5,,CI_SPECIFIC
2.2.3.1.4,CI,Derive security requirements for products and services,,,5,,CI_SPECIFIC
2.2.3.1.5,CI,Derive regulatory compliance requirements,,,5,,CI_SPECIFIC
2.2.3.1.6,CI,Derive requirements from industry standards,,,5,,CI_SPECIFIC
2.2.3.1.7,CI,Develop user experience requirements,,,5,,CI_SPECIFIC
2.2.3.1.8,CI,Derive ‘services-as-a-product’ offering,,,5,,CI_SPECIFIC
2.2.3.2,CI RT,Define post launch support model,,Act on store feedback,4,DIFFERENT,CI_RETAIL_ONLY
2.2.3.3,CI RT,Identify product/service bundling opportunities,,Provide store performance information to the store,4,DIFFERENT,CI_RETAIL_ONLY
2.2.3.4,RT,,,Send merchandising execution to stores,4,,RETAIL_SPECIFIC
2.2.3.5,RT,,,Develop training programs,4,,RETAIL_SPECIFIC
2.3,CI LS RT,Develop products and services,Generate and define new product/service ideas,Operate retail store,2,DIFFERENT,UNIVERSAL
2.3.1,CI LS RT,Design and prototype products and services,Perform discovery research,Operate customer checkout,3,DIFFERENT,UNIVERSAL
2.3.1.1,CI LS RT,Assign resources to product/service project,Identify new technologies,Process customer purchases,4,DIFFERENT,UNIVERSAL
2.3.1.1.1,CI,Identify requirements for product/service design/development partners,,,5,,CI_SPECIFIC
2.3.1.10,CI,Develop and test prototype production and/or service delivery process,,,4,,CI_SPECIFIC
2.3.1.11,CI,Eliminate quality and reliability problems,,,4,,CI_SPECIFIC
2.3.1.12,CI,Conduct in-house product/service testing and evaluate feasibility,,,4,,CI_SPECIFIC
2.3.1.13,CI,Identify design/development performance indicators,,,4,,CI_SPECIFIC
2.3.1.14,CI,Collaborate on design with suppliers and external partners,,,4,,CI_SPECIFIC
2.3.1.2,CI LS RT,Prepare high-level business case and technical assessment,Develop new technologies,Accept payments,4,DIFFERENT,UNIVERSAL
2.3.1.3,CI LS RT,Develop product/service design specifications,Assess feasibility of integrating new leading technologies into product/service concepts,Maintain customer checkout area,4,DIFFERENT,UNIVERSAL
2.3.1.4,CI,Develop user experience design specifications,,,4,,CI_SPECIFIC
2.3.1.5,CI,Provide warranty-related recommendations,,,4,,CI_SPECIFIC
2.3.1.6,CI,Document design specifications,,,4,,CI_SPECIFIC
2.3.1.7,CI,Conduct mandatory and elective external reviews,,,4,,CI_SPECIFIC
2.3.1.8,CI,Design products/services,,,4,,CI_SPECIFIC
2.3.1.8.1,CI,Design for manufacturing,,,5,,CI_SPECIFIC
2.3.1.8.2,CI,Design for product servicing,,,5,,CI_SPECIFIC
2.3.1.8.3,CI,Design for re-manufacturing,,,5,,CI_SPECIFIC
2.3.1.8.4,CI,Review product troubleshooting methodology,,,5,,CI_SPECIFIC
2.3.1.8.5,CI,"Design and manage product data, design, and bill of materials",,,5,,CI_SPECIFIC
2.3.1.8.6,CI,Design for product upgrades,,,5,,CI_SPECIFIC
2.3.1.9,CI,Build prototypes/proof of concepts,,,4,,CI_SPECIFIC
2.3.2,CI LS RT,Test market for new or revised products and services,Generate new product/service concepts,Operate in-store customer service desk,3,DIFFERENT,UNIVERSAL
2.3.2.1,CI LS RT,Prepare detailed market study,Gather new product/service ideas and requirements,Accept returns,4,DIFFERENT,UNIVERSAL
2.3.2.2,CI LS RT,Conduct customer tests and interviews,Analyze new product/service ideas and requirements,Process special orders,4,DIFFERENT,UNIVERSAL
2.3.2.3,CI LS RT,Finalize product/service characteristics and business cases,Evaluate new product/service inputs and requirements,Process layaway purchases,4,DIFFERENT,UNIVERSAL
2.3.2.4,CI LS RT,Finalize technical requirements,Formulate new product/service concepts,Handle special requests,4,DIFFERENT,UNIVERSAL
2.3.2.5,LS RT,,Identify potential improvements to existing products and services,Handle complaints,4,DIFFERENT,LS_RETAIL_ONLY
2.3.2.6,RT,,,Manage store pick-up orders,4,,RETAIL_SPECIFIC
2.3.3,CI LS RT,Prepare for production/service delivery,Define product/service development requirements,Provide floor customer service,3,DIFFERENT,UNIVERSAL
2.3.3.1,CI LS RT,Design and obtain necessary capabilities/materials and equipment,Define product/service requirements,Provide product expertise,4,DIFFERENT,UNIVERSAL
2.3.3.1.1,LS,,Define basic functional requirements,,5,,LS_SPECIFIC
2.3.3.1.2,LS,,Derive interoperability requirements for products and services,,5,,LS_SPECIFIC
2.3.3.1.3,LS,,Derive safety requirements for products and services,,5,,LS_SPECIFIC
2.3.3.1.4,LS,,Derive security requirements for products and services,,5,,LS_SPECIFIC
2.3.3.1.5,LS,,Derive regulatory compliance requirements,,5,,LS_SPECIFIC
2.3.3.1.6,LS,,Derive requirements from industry standards,,5,,LS_SPECIFIC
2.3.3.1.7,LS,,Develop user experience requirements,,5,,LS_SPECIFIC
2.3.3.1.8,LS,,Derive ‘services-as-a-product’ offering,,5,,LS_SPECIFIC
2.3.3.2,CI LS RT,Identify requirements for changes to manufacturing/delivery processes,Define post launch support model,Assist in locating products,4,DIFFERENT,UNIVERSAL
2.3.3.3,CI LS RT,Request engineering/process change,Identify product/service bundling opportunities,Assist in handling products,4,DIFFERENT,UNIVERSAL
2.3.3.4,CI RT,Install and validate production/service delivery process,,Enhance customer experience,4,DIFFERENT,CI_RETAIL_ONLY
2.3.3.4.1,CI,Monitor initial production runs,,,5,,CI_SPECIFIC
2.3.3.5,CI RT,Validate launch procedures,,Provide specialty services,4,DIFFERENT,CI_RETAIL_ONLY
2.3.4,RT,,,Manage store inventory,3,,RETAIL_SPECIFIC
2.3.4.1,RT,,,Receive deliveries,4,,RETAIL_SPECIFIC
2.3.4.2,RT,,,Restock shelves,4,,RETAIL_SPECIFIC
2.3.4.3,RT,,,Monitor and remedy out of stocks,4,,RETAIL_SPECIFIC
2.3.4.4,RT,,,Perform cycle counts,4,,RETAIL_SPECIFIC
2.3.4.5,RT,,,Check cross-store inventory,4,,RETAIL_SPECIFIC
2.3.4.6,RT,,,Respond to cross-store inventory requests,4,,RETAIL_SPECIFIC
2.3.5,RT,,,Manage store cash,3,,RETAIL_SPECIFIC
2.3.5.1,RT,,,Develop and execute store cash management policy and procedures,4,,RETAIL_SPECIFIC
2.3.5.2,RT,,,Sign out cash drawers,4,,RETAIL_SPECIFIC
2.3.5.3,RT,,,Close and reconcile cash drawers,4,,RETAIL_SPECIFIC
2.3.5.4,RT,,,Reconcile receipts,4,,RETAIL_SPECIFIC
2.3.5.5,RT,,,Deposit cash,4,,RETAIL_SPECIFIC
2.3.6,RT,,,Plan and manage retail store workforce,3,,RETAIL_SPECIFIC
2.3.6.1,RT,,,Estimate retail store workload,4,,RETAIL_SPECIFIC
2.3.6.2,RT,,,Schedule retail store labor,4,,RETAIL_SPECIFIC
2.3.6.3,RT,,,Assign tasks,4,,RETAIL_SPECIFIC
2.3.6.4,RT,,,Approve retail store overtime,4,,RETAIL_SPECIFIC
2.3.6.5,RT,,,Monitor and adjust labor levels,4,,RETAIL_SPECIFIC
2.3.7,RT,,,Execute floor merchandising and promotions,3,,RETAIL_SPECIFIC
2.3.7.1,RT,,,Arrange floor displays and merchandise,4,,RETAIL_SPECIFIC
2.3.7.2,RT,,,Maintain shelf tagging,4,,RETAIL_SPECIFIC
2.3.7.3,RT,,,Maintain signage,4,,RETAIL_SPECIFIC
2.3.7.4,RT,,,Manage floor fixtures,4,,RETAIL_SPECIFIC
2.3.7.5,RT,,,Execute floor promotional activities,4,,RETAIL_SPECIFIC
2.3.8,RT,,,Analyze and manage store performance,3,,RETAIL_SPECIFIC
2.3.8.1,RT,,,Review and analyze key metrics and KPIs for store,4,,RETAIL_SPECIFIC
2.3.8.2,RT,,,Develop and implement action plans to improve performance,4,,RETAIL_SPECIFIC
2.3.9,RT,,,Manage retail story regulatory compliance,3,,RETAIL_SPECIFIC
2.3.9.1,RT,,,Develop compliance training program,4,,RETAIL_SPECIFIC
2.3.9.2,RT,,,Monitor compliance with channel-specific regulatory requirements,4,,RETAIL_SPECIFIC
2.3.9.3,RT,,,Report and rectify violations,4,,RETAIL_SPECIFIC
2.4,LS RT,,Develop products and services,Develop and manage omni channel,2,DIFFERENT,LS_RETAIL_ONLY
2.4.1,LS RT,,Design and prototype products and services,Define and manage channel strategy,3,DIFFERENT,LS_RETAIL_ONLY
2.4.1.1,LS RT,,Assign resources to product/service project,Evaluate channel attributes and partners,4,DIFFERENT,LS_RETAIL_ONLY
2.4.1.1.1,LS,,Identify requirements for product/service design/development partners,,5,,LS_SPECIFIC
2.4.1.10,LS,,Develop and test prototype production and/or service delivery process,,4,,LS_SPECIFIC
2.4.1.11,LS,,Eliminate quality and reliability problems,,4,,LS_SPECIFIC
2.4.1.12,LS,,Conduct in-house product/service testing and evaluate feasibility,,4,,LS_SPECIFIC
2.4.1.13,LS,,Identify design/development performance indicators,,4,,LS_SPECIFIC
2.4.1.14,LS,,Collaborate on design with suppliers and external partners,,4,,LS_SPECIFIC
2.4.1.2,LS RT,,Prepare high-level business case and technical assessment,Determine channel fit with target segments,4,DIFFERENT,LS_RETAIL_ONLY
2.4.1.3,LS RT,,Develop product/service design specifications,Select channels for target segments,4,DIFFERENT,LS_RETAIL_ONLY
2.4.1.4,LS,,Develop user experience design specifications,,4,,LS_SPECIFIC
2.4.1.5,LS,,Provide warranty-related recommendations,,4,,LS_SPECIFIC
2.4.1.6,LS,,Document design specifications,,4,,LS_SPECIFIC
2.4.1.7,LS,,Conduct mandatory and elective external reviews,,4,,LS_SPECIFIC
2.4.1.8,LS,,Design products/services,,4,,LS_SPECIFIC
2.4.1.8.1,LS,,Design for manufacturing,,5,,LS_SPECIFIC
2.4.1.8.2,LS,,Design for product servicing,,5,,LS_SPECIFIC
2.4.1.8.3,LS,,Design for re-manufacturing,,5,,LS_SPECIFIC
2.4.1.8.4,LS,,Review product troubleshooting methodology,,5,,LS_SPECIFIC
2.4.1.8.5,LS,,"Design and manage product data, design, and bill of materials",,5,,LS_SPECIFIC
2.4.1.8.6,LS,,Design for product upgrades,,5,,LS_SPECIFIC
2.4.1.9,LS,,Build prototypes/proof of concepts,,4,,LS_SPECIFIC
